correlation_w0,correlation_w1,correlation_w2,correlation_w3,correlation_a,correlation_sigmasq,mean_correlation_states,median_correlation_states
0.992797118847539,0.9956782713085233,0.996062424969988,0.9954861944777911,0.9214405762304921,0.8703481392557022,0.8828816,0.8909465
0.9916446578631452,0.9944297719087635,0.9948139255702281,0.9959663865546219,0.924705882352941,0.845282112845138,0.84715796,0.8701347
0.9982713085234093,0.9973109243697478,0.996734693877551,0.9950060024009604,0.9031932773109244,0.7244657863145257,0.8628794,0.8789313
0.9947178871548619,0.996734693877551,0.996062424969988,0.9963505402160864,0.9454501800720289,0.8350060024009603,0.865,0.8782443
0.993469387755102,0.9951980792316926,0.9949099639855942,0.9957743097238896,0.9117406962785114,0.8028331332533013,0.8706401,0.90137976
0.9897238895558224,0.9965426170468188,0.996734693877551,0.9972148859543817,0.9314285714285714,0.8056182472989195,0.86978155,0.89011145
0.9944297719087635,0.9975030012004802,0.9925090036014406,0.9890516206482592,0.9336374549819928,0.7586554621848739,0.88033074,0.9025741
0.9952941176470588,0.9984633853541416,0.9939495798319327,0.9976950780312124,0.9242256902761105,0.8727490996398558,0.8919861,0.90482
0.9951980792316926,0.9969267707082833,0.996734693877551,0.9964465786314525,0.9021368547418966,0.8630492196878752,0.8684487,0.88076603
0.9903961584633854,0.996734693877551,0.9920288115246099,0.9968307322929171,0.951763548018584,0.846550937841555,0.8675462,0.88881016
0.9916446578631452,0.995390156062425,0.9950060024009604,0.98953181272509,0.9229697972746035,0.8695673093944142,0.8706197,0.88899845
0.9975990396158463,0.9970228091236494,0.9959663865546219,0.995390156062425,0.934975752283639,0.7844691002903715,0.86049545,0.88173735
0.996734693877551,0.9968307322929171,0.9972148859543817,0.9887635054021608,0.9255702280912365,0.7607683073229292,0.8709724,0.8963132
0.995390156062425,0.996062424969988,0.9942376950780313,0.9958703481392557,0.8925330132052821,0.8252100840336133,0.8695916,0.8900771
0.9950060024009604,0.992797118847539,0.9943337334933974,0.9942376950780313,0.9301800720288115,0.809267707082833,0.851669,0.868379
0.996062424969988,0.9969267707082833,0.9964465786314525,0.9937575030012005,0.9360384153661465,0.8451860744297718,0.8678346,0.87794226
0.9972148859543817,0.9955822328931572,0.9956782713085233,0.9954861944777911,0.9459303721488597,0.7616326530612244,0.86367583,0.88058364
0.9956782713085233,0.9959663865546219,0.996062424969988,0.9937575030012005,0.9027130852340935,0.8648739495798319,0.88626015,0.8968091
0.9900120048019206,0.9961584633853541,0.995390156062425,0.9947178871548619,0.8943577430972388,0.864969987995198,0.8802099,0.8894676
0.9951020408163265,0.9936614645858344,0.9936614645858344,0.9959663865546219,0.8730372148859544,0.7849699879951981,0.8839995,0.8966572
0.9952941176470588,0.9951020408163265,0.9955822328931572,0.9945258103241296,0.9303721488595437,0.7715246098439374,0.879935,0.9067209
0.9966386554621849,0.9916446578631452,0.9962545018007202,0.9924129651860745,0.8675358354441847,0.7479171170731306,0.87299925,0.8894081
0.996062424969988,0.996062424969988,0.9952941176470588,0.9944297719087635,0.8571908763505401,0.7868907563025209,0.8624699,0.88109404
0.9954861944777911,0.9946218487394957,0.9965426170468188,0.9971188475390156,0.9277791116446579,0.8584393757503,0.87641567,0.8904139
0.9959663865546219,0.9962545018007202,0.9977911164465786,0.9928931572629051,0.9033853541416567,0.8019687875150059,0.85735303,0.8787471
0.98953181272509,0.9946218487394957,0.9915486194477791,0.9952941176470588,0.9296998799519808,0.7690276110444177,0.86282873,0.87138927
0.9930852340936375,0.9975030012004802,0.9961584633853541,0.9982713085234093,0.9261464585834334,0.8588235294117647,0.8901724,0.9114469
