correlation_w0,correlation_w1,correlation_w2,correlation_mu_x,correlation_a,correlation_sigmasq,mean_correlation_states,median_correlation_states
0.995390156062425,0.9961584633853541,0.9955822328931572,0.8650660264105642,0.8966626650660263,0.8895558223289316,0.83474064,0.8394071
0.9961584633853541,0.995390156062425,0.9951020408163265,0.786986794717887,0.8741896758703481,0.8509483793517406,0.8569023,0.87540144
0.9951020408163265,0.9951980792316926,0.9944297719087635,0.8211764705882353,0.8172388955582233,0.896470588235294,0.8525378,0.876367
0.9954861944777911,0.995390156062425,0.9942376950780313,0.8793757503001199,0.8586314525810324,0.8797599039615845,0.86711836,0.8842341
0.9969267707082833,0.9916446578631452,0.9926050420168067,0.873517406962785,0.8405762304921968,0.868235294117647,0.8734973,0.88769174
0.9948139255702281,0.9961584633853541,0.9943337334933974,0.8916686674669867,0.8626650660264105,0.8562304921968786,0.8663298,0.8744277
0.9968307322929171,0.9968307322929171,0.9956782713085233,0.9086674669867947,0.861128451380552,0.8641056422569027,0.8526056,0.8792733
0.9944297719087635,0.9970228091236494,0.9985594237695078,0.8797599039615845,0.9067466986794718,0.912797118847539,0.8486839,0.8813993
0.9972148859543817,0.9957743097238896,0.9954861944777911,0.818295318127251,0.8394237695078032,0.8261704681872749,0.8722718,0.89460135
0.9964465786314525,0.9964465786314525,0.9950060024009604,0.7327250900360143,0.8161824729891957,0.9321008403361344,0.8651338,0.8810946
0.9944297719087635,0.9963505402160864,0.9959663865546219,0.9084753901560624,0.8732292917166866,0.8948379351740696,0.85945135,0.891774
0.992797118847539,0.9969267707082833,0.9973109243697478,0.9161584633853541,0.9106842737094838,0.895126050420168,0.83364683,0.8528662
0.9961584633853541,0.9943337334933974,0.9954861944777911,0.7857382953181272,0.887250900360144,0.8254981992797119,0.87649506,0.88749665
0.9952941176470588,0.9969267707082833,0.9971188475390156,0.8273229291716686,0.8821608643457383,0.8738055222088835,0.8669565,0.8759525
0.9968307322929171,0.9963505402160864,0.9963505402160864,0.8521968787515005,0.8801440576230493,0.8813925570228092,0.87345976,0.89132714
0.9946218487394957,0.9951980792316926,0.9959663865546219,0.8527731092436974,0.8703481392557022,0.7816086434573828,0.862681,0.88122106
0.9964465786314525,0.9984633853541416,0.9933733493397358,0.896470588235294,0.8418247298919568,0.8818727490996399,0.8639808,0.879699
0.9940456182472988,0.996062424969988,0.9971188475390156,0.8960864345738294,0.911548619447779,0.7785354141656662,0.84728765,0.8681288
0.9929891956782712,0.9924129651860745,0.996062424969988,0.8802400960384154,0.9027130852340935,0.9099159663865545,0.85003406,0.8840674
0.9939495798319327,0.993469387755102,0.9963505402160864,0.8681392557022809,0.9071308523409364,0.8974309723889555,0.8698297,0.88784397
0.9975990396158463,0.9970228091236494,0.9947178871548619,0.8578631452581031,0.8842737094837935,0.8910924369747898,0.8555577,0.88370603
0.996734693877551,0.9959663865546219,0.9962545018007202,0.8545978391356541,0.8814885954381753,0.8796638655462184,0.88165355,0.88980585
0.9946218487394957,0.9957743097238896,0.9962545018007202,0.8317406962785113,0.9057863145258103,0.897719087635054,0.8654306,0.89244485
0.9951980792316926,0.9973109243697478,0.9958703481392557,0.7834333733493397,0.885906362545018,0.8768787515006002,0.864578,0.8854687
0.9961584633853541,0.996734693877551,0.9959663865546219,0.8873469387755102,0.7987995198079231,0.8769747899159663,0.87488234,0.90290505
0.9958703481392557,0.9968307322929171,0.9950060024009604,0.8507563025210083,0.8400960384153662,0.8623769507803122,0.8874289,0.9047852
0.9957743097238896,0.9957743097238896,0.9969267707082833,0.7976470588235295,0.7222569027611043,0.7788235294117648,0.8764139,0.8914437
0.9964465786314525,0.9961584633853541,0.9972148859543817,0.7032412965186075,0.9277791116446579,0.8733253301320527,0.8595988,0.87977827
0.995390156062425,0.9955822328931572,0.9970228091236494,0.7984153661464586,0.924609843937575,0.7343577430972389,0.8372837,0.85836023
0.9928931572629051,0.9947178871548619,0.9956782713085233,0.7923649459783914,0.8739015606242496,0.8179111644657863,0.8716835,0.8965037
0.9918367346938775,0.9951980792316926,0.996062424969988,0.830204081632653,0.8694837935174069,0.7785354141656662,0.86489624,0.8853728
0.9964465786314525,0.9943337334933974,0.9946218487394957,0.893109243697479,0.8769747899159663,0.8711164465786313,0.8474999,0.87976867
0.9964465786314525,0.9963505402160864,0.995390156062425,0.8513325330132053,0.8939735894357743,0.8358703481392556,0.8491673,0.876335
0.9965426170468188,0.9923169267707082,0.9962545018007202,0.8874429771908763,0.8712124849939975,0.9048259303721489,0.84846586,0.8656455
0.9961584633853541,0.9966386554621849,0.9965426170468188,0.8732292917166866,0.9096278511404562,0.8612244897959184,0.84448695,0.86522824
0.9965426170468188,0.995390156062425,0.997406962785114,0.9234573829531812,0.8733253301320527,0.8614165666266507,0.82827,0.8701081
0.9947178871548619,0.9954861944777911,0.9973109243697478,0.9073229291716687,0.9137575030012004,0.8364465786314526,0.81246305,0.8158559
0.9939495798319327,0.9888595438175269,0.9968307322929171,0.8748619447779111,0.8121488595438175,0.8051380552220888,0.84490556,0.86314154
0.9951980792316926,0.9955822328931572,0.9975030012004802,0.8918607442977191,0.8714045618247299,0.9030012004801921,0.8555922,0.8865694
0.9963505402160864,0.9922208883553421,0.9940456182472988,0.8809123649459784,0.8245378151260503,0.8696758703481393,0.8527391,0.8860454
0.9939495798319327,0.993469387755102,0.9932773109243697,0.8643937575030012,0.8548859543817527,0.813109243697479,0.87412643,0.89246833
0.9930852340936375,0.994141656662665,0.9943337334933974,0.8140696278511403,0.8939735894357743,0.8731332533013205,0.8465335,0.8793605
0.9931812725090036,0.9968307322929171,0.997406962785114,0.8695798319327731,0.8456662665066026,0.8508523409363745,0.86367214,0.8935593
0.9957743097238896,0.996062424969988,0.9971188475390156,0.8047539015606242,0.8758223289315725,0.8173349339735894,0.8606881,0.8890064
0.9949099639855942,0.997406962785114,0.9952941176470588,0.8683313325330132,0.8625690276110444,0.7872749099639856,0.85815305,0.8710044
0.9964465786314525,0.9933733493397358,0.9956782713085233,0.8314525810324129,0.8953181272509003,0.8101320528211284,0.8607608,0.89133334
0.9972148859543817,0.994141656662665,0.9924129651860745,0.8463385354141655,0.8803361344537814,0.7837214885954381,0.8528097,0.86811996
0.996062424969988,0.9958703481392557,0.9983673469387755,0.8726530612244897,0.8763985594237694,0.9080912364945978,0.85743165,0.8908391
0.9951980792316926,0.9965426170468188,0.9962545018007202,0.9275870348139255,0.889939975990396,0.809267707082833,0.8368878,0.8593571
0.9961584633853541,0.9962545018007202,0.9937575030012005,0.8988715486194477,0.8597839135654262,0.8883073229291716,0.85212034,0.8773835
