correlation_w0,correlation_w1,correlation_w2,correlation_mu_x,correlation_a,correlation_sigmasq,mean_correlation_states,median_correlation_states
0.9901080432172868,0.9952941176470588,0.9910684273709482,0.845282112845138,0.7492436974789916,0.8157022809123649,0.8233294,0.82203776
0.9955822328931572,0.9956782713085233,0.9879951980792315,0.7111164465786314,0.7518367346938776,0.7330132052821129,0.84161466,0.8727813
0.9940456182472988,0.9900120048019206,0.9819447779111645,0.675390156062425,0.691812725090036,0.8381752701080432,0.83617616,0.8698857
0.9920288115246099,0.9884753901560623,0.9853061224489795,0.535078031212485,0.6873154219369321,0.7499159663865546,0.8489295,0.87044173
0.9896278511404561,0.992124849939976,0.9948139255702281,0.7751740696278511,0.7521248499399759,0.8350060024009603,0.8555983,0.88004875
0.9925090036014406,0.9910684273709482,0.9924129651860745,0.6824009603841537,0.7962064825930372,0.8235774309723889,0.8459877,0.86996806
0.9939495798319327,0.9954861944777911,0.9899159663865545,0.8141656662665065,0.7762304921968787,0.7821848739495798,0.82569563,0.86097205
0.9913565426170469,0.9896278511404561,0.992797118847539,0.726482593037215,0.8112845138055221,0.7775750300120047,0.84171975,0.8685566
0.9884753901560623,0.9860744297719087,0.9938535414165666,0.5788715486194478,0.7181272509003601,0.6592557022809122,0.85786426,0.8817387
0.9863625450180071,0.9958703481392557,0.9925090036014406,0.5087635054021609,0.6470588235294117,0.807923169267707,0.85412395,0.86256504
0.9886674669867946,0.9923169267707082,0.9932773109243697,0.9204801920768306,0.7727731092436975,0.8257863145258102,0.8420463,0.8718424
0.9886674669867946,0.9922208883553421,0.9922208883553421,0.7820888355342136,0.766626650660264,0.8129171668667466,0.8252144,0.85506284
0.99078031212485,0.9909723889555822,0.9942376950780313,0.75875150060024,0.7006482593037214,0.6224729891956783,0.86364377,0.88047314
0.9863625450180071,0.9920288115246099,0.9918367346938775,0.6163265306122448,0.6764465786314526,0.8002400960384153,0.8528377,0.8611734
0.9937575030012005,0.9962545018007202,0.9945258103241296,0.6956542617046818,0.7880432172869147,0.8356782713085233,0.85968155,0.88256234
0.9870348139255701,0.9836734693877551,0.9892436974789915,0.7283073229291717,0.7684513805522208,0.6876830732292918,0.8521506,0.87680125
0.9932773109243697,0.9943337334933974,0.9829051620648258,0.7801680672268908,0.6768307322929171,0.77968787515006,0.8495895,0.8662664
0.9893397358943576,0.9928931572629051,0.996062424969988,0.7576950780312125,0.8309723889555822,0.67750300120048,0.8324553,0.8504251
0.9862665066026409,0.9923169267707082,0.9938535414165666,0.8044657863145258,0.773829531812725,0.7315726290516206,0.83627594,0.87524414
0.9932773109243697,0.9859783913565426,0.9948139255702281,0.7109243697478992,0.7418487394957983,0.8305882352941176,0.84885085,0.85654473
0.9931812725090036,0.9926050420168067,0.9896278511404561,0.857767106842737,0.613829531812725,0.8278991596638655,0.8293907,0.8418387
0.9899159663865545,0.9901080432172868,0.9893397358943576,0.7419447779111644,0.7105402160864345,0.7546218487394958,0.8662355,0.87892103
0.9898199279711885,0.9950060024009604,0.9947178871548619,0.7176470588235294,0.6946938775510204,0.8463385354141655,0.848034,0.86632305
0.9931812725090036,0.9917406962785112,0.992797118847539,0.5708043217286916,0.7251380552220887,0.7841056422569028,0.8546127,0.88151085
0.9945258103241296,0.9925090036014406,0.9955822328931572,0.7650900360144057,0.6121008403361343,0.8090756302521008,0.8604606,0.87879425
0.9913565426170469,0.99078031212485,0.9912605042016807,0.7474189675870347,0.6859543817527011,0.7897719087635053,0.8355836,0.86818016
0.9925090036014406,0.9930852340936375,0.9916446578631452,0.7566386554621848,0.6831692677070829,0.6905642256902761,0.860347,0.8614826
0.9924129651860745,0.9915486194477791,0.995390156062425,0.7213925570228091,0.7141896758703482,0.8107082833133253,0.8525128,0.87064165
0.9909723889555822,0.9852100840336133,0.992797118847539,0.7518367346938776,0.7385834333733493,0.6221848739495797,0.8148433,0.83120173
0.9923169267707082,0.9939495798319327,0.9936614645858344,0.7020888355342136,0.7671068427370948,0.7558703481392557,0.84655386,0.8576832
0.9878031212484993,0.9910684273709482,0.9931812725090036,0.7712364945978392,0.8253061224489797,0.7778631452581033,0.84159976,0.86937207
0.9844417767106842,0.9912605042016807,0.9903001200480193,0.7684513805522208,0.8051380552220888,0.8294357743097239,0.8332043,0.8470321
0.995390156062425,0.9875150060024009,0.9919327731092438,0.7814165666266506,0.6838415366146459,0.7890036014405762,0.8430678,0.85711014
0.9875150060024009,0.9932773109243697,0.9884753901560623,0.7289795918367347,0.7890036014405762,0.7619207683073229,0.8535029,0.8748269
0.9943337334933974,0.9937575030012005,0.9866506602641056,0.7046818727490998,0.7511644657863146,0.6420648259303721,0.84743375,0.8681023
0.9931812725090036,0.9904921968787515,0.9892436974789915,0.7946698679471788,0.6935414165666266,0.8624729891956783,0.84340817,0.86976016
0.9925090036014406,0.9930852340936375,0.9819447779111645,0.5577430972388956,0.8383673469387755,0.6722208883553421,0.8522234,0.86534655
0.9915486194477791,0.9906842737094838,0.9902040816326529,0.747611044417767,0.7541416566626651,0.768547418967587,0.8623811,0.89127004
0.9925090036014406,0.9909723889555822,0.9948139255702281,0.7396398559423769,0.7766146458583434,0.6742376950780311,0.85660005,0.8830172
0.9923169267707082,0.9949099639855942,0.9844417767106842,0.7271548619447779,0.8168547418967587,0.6998799519807922,0.8367975,0.86597824
0.9946218487394957,0.986938775510204,0.9928931572629051,0.7361824729891956,0.8146458583433372,0.7969747899159663,0.8404453,0.8677128
0.9935654261704682,0.991452581032413,0.9948139255702281,0.7461704681872748,0.7122689075630251,0.7744057623049219,0.8629524,0.8803737
0.9860744297719087,0.9867466986794717,0.9897238895558224,0.8021608643457383,0.7763265306122449,0.8063865546218486,0.8439546,0.8644541
0.9944297719087635,0.9923169267707082,0.9894357743097237,0.723409363745498,0.6455222088835535,0.8338535414165665,0.84419304,0.85137296
0.9937575030012005,0.9901080432172868,0.9901080432172868,0.7969747899159663,0.806578631452581,0.6979591836734693,0.8422785,0.8571583
0.995390156062425,0.9894357743097237,0.9944297719087635,0.8318367346938775,0.7173589435774309,0.8230012004801921,0.8270062,0.8454224
0.9904921968787515,0.9893397358943576,0.991452581032413,0.620360144057623,0.7362785114045618,0.6259303721488595,0.82951903,0.838895
0.9923169267707082,0.9893397358943576,0.9903961584633854,0.5808883553421368,0.7164945978391357,0.7401200480192077,0.8542332,0.8738946
0.9917406962785112,0.9909723889555822,0.99078031212485,0.5496758703481391,0.8100360144057623,0.6389915966386555,0.8533074,0.892329
0.9927010804321729,0.9926050420168067,0.9903961584633854,0.7080432172869148,0.8227130852340936,0.8157022809123649,0.8392567,0.8486316
