correlation_w0,correlation_w1,correlation_w2,correlation_mu_x,correlation_a,correlation_sigmasq,mean_correlation_states,median_correlation_states
0.9638461538461539,0.9861538461538462,0.976923076923077,0.7715384615384615,0.6023076923076923,0.6992307692307692,0.802611,0.818955
0.9723076923076923,0.9930769230769231,0.9776923076923076,0.6961538461538461,0.5015384615384615,0.5930769230769232,0.8265915,0.8293169
0.9892307692307692,0.9784615384615385,0.9676923076923077,0.7292307692307693,0.6169230769230769,0.763076923076923,0.83065593,0.85423386
0.9807692307692308,0.9830769230769232,0.9884615384615385,0.27076923076923076,0.6638461538461539,0.8238461538461539,0.82081085,0.8609422
0.9823076923076923,0.9553846153846154,0.9630769230769232,0.6176923076923077,0.8207692307692308,0.7815384615384615,0.8284642,0.8573595
0.9869230769230769,0.976923076923077,0.9646153846153847,0.573076923076923,0.63,0.7853846153846153,0.8355653,0.8392682
0.9853846153846154,0.9861538461538462,0.9807692307692308,0.7730769230769231,0.6476923076923076,0.6861538461538461,0.82224536,0.84197694
0.9861538461538462,0.9676923076923077,0.9838461538461538,0.6946153846153846,0.8646153846153846,0.6307692307692307,0.8370081,0.8570996
0.9746153846153847,0.9861538461538462,0.96,0.4153846153846154,0.7507692307692307,0.4992307692307692,0.8296168,0.85791355
0.9853846153846154,0.9869230769230769,0.976923076923077,0.4138461538461538,0.6976923076923077,0.726153846153846,0.85584074,0.88673705
0.9546153846153845,0.9761538461538463,0.9853846153846154,0.6676923076923077,0.7915384615384615,0.7723076923076923,0.82458866,0.8614384
0.9584615384615384,0.9861538461538462,0.9569230769230769,0.713076923076923,0.7215384615384615,0.7961538461538461,0.8253734,0.8296012
0.9815384615384616,0.9876923076923078,0.9846153846153846,0.7861538461538461,0.6161538461538462,0.5292307692307692,0.850285,0.86532164
0.9638461538461539,0.9523076923076922,0.9892307692307692,0.5915384615384616,0.7369230769230769,0.4884615384615385,0.83486557,0.854118
0.9907692307692307,0.9869230769230769,0.9915384615384615,0.7384615384615385,0.8653846153846154,0.563076923076923,0.80748314,0.8413715
0.98,0.9700000000000001,0.9615384615384615,0.6061538461538462,0.8553846153846153,0.45307692307692304,0.85827583,0.87737083
0.9923076923076923,0.9807692307692308,0.9807692307692308,0.7407692307692308,0.7507692307692307,0.24769230769230768,0.8213374,0.85121554
0.9823076923076923,0.9730769230769231,0.9892307692307692,0.8576923076923076,0.8746153846153846,0.713076923076923,0.8330452,0.8683058
0.9692307692307693,0.9892307692307692,0.9853846153846154,0.6076923076923076,0.7692307692307693,0.8346153846153845,0.8123167,0.85820216
0.9830769230769232,0.9723076923076923,0.9892307692307692,0.693076923076923,0.7715384615384615,0.7538461538461538,0.8274764,0.8522241
0.9815384615384616,0.9884615384615385,0.9730769230769231,0.5676923076923077,0.5707692307692307,0.7507692307692307,0.8265253,0.85648257
0.9830769230769232,0.976923076923077,0.9746153846153847,0.6015384615384615,0.6130769230769231,0.6346153846153846,0.85074097,0.8764951
0.9807692307692308,0.9700000000000001,0.9969230769230769,0.7669230769230769,0.7507692307692307,0.8307692307692308,0.82076275,0.852128
0.9853846153846154,0.9684615384615385,0.9761538461538463,0.22538461538461538,0.5776923076923076,0.3507692307692308,0.8436396,0.8788814
0.9815384615384616,0.98,0.9853846153846154,0.7553846153846154,0.7699999999999999,0.6307692307692307,0.855167,0.86571133
0.9700000000000001,0.9815384615384616,0.9846153846153846,0.46076923076923076,0.7892307692307692,0.6238461538461538,0.81254005,0.8420022
0.9823076923076923,0.9776923076923076,0.9692307692307693,0.7,0.653076923076923,0.703076923076923,0.82394856,0.8113867
0.9892307692307692,0.9746153846153847,0.9784615384615385,0.7146153846153845,0.5661538461538461,0.7699999999999999,0.83482194,0.85927397
0.9807692307692308,0.9715384615384616,0.9830769230769232,0.7907692307692307,0.6799999999999999,0.6146153846153846,0.7882685,0.8025728
0.9715384615384616,0.9884615384615385,0.9615384615384615,0.6723076923076923,0.6361538461538461,0.49538461538461537,0.8230861,0.86441576
0.9484615384615385,0.9807692307692308,0.9776923076923076,0.6292307692307691,0.536923076923077,0.7292307692307693,0.7846708,0.78620505
0.9907692307692307,0.9938461538461538,0.9869230769230769,0.81,0.763076923076923,0.63,0.82154226,0.82813406
0.9907692307692307,0.9815384615384616,0.9853846153846154,0.7269230769230769,0.5215384615384615,0.5907692307692308,0.8272354,0.84110594
0.9830769230769232,0.9807692307692308,0.9761538461538463,0.5876923076923077,0.7361538461538463,0.44538461538461543,0.82872444,0.84998757
0.9876923076923078,0.9784615384615385,0.9900000000000001,0.6123076923076923,0.5923076923076923,0.6846153846153846,0.8243384,0.8926034
0.9938461538461538,0.9607692307692307,0.9838461538461538,0.6061538461538462,0.5361538461538461,0.81,0.80440974,0.846625
0.9907692307692307,0.9815384615384616,0.976923076923077,0.61,0.44076923076923075,0.7523076923076923,0.815791,0.82791895
0.9853846153846154,0.9715384615384616,0.9915384615384615,0.4992307692307692,0.7938461538461539,0.8215384615384616,0.83034384,0.8692532
0.98,0.9692307692307693,0.9746153846153847,0.5238461538461539,0.6292307692307691,0.7446153846153846,0.8416741,0.8564531
0.9938461538461538,0.9861538461538462,0.9930769230769231,0.8476923076923076,0.7438461538461538,0.6646153846153847,0.80410916,0.8238656
0.9907692307692307,0.9915384615384615,0.9715384615384616,0.34384615384615386,0.8023076923076922,0.5830769230769232,0.8178169,0.8616125
0.9853846153846154,0.9815384615384616,0.9784615384615385,0.5215384615384615,0.5546153846153846,0.6684615384615384,0.8434232,0.8845581
0.9884615384615385,0.9876923076923078,0.9730769230769231,0.5623076923076923,0.5961538461538461,0.8638461538461538,0.84227115,0.87041175
0.9846153846153846,0.9830769230769232,0.9938461538461538,0.7184615384615384,0.7792307692307692,0.7669230769230769,0.8302376,0.83040684
0.9738461538461539,0.9676923076923077,0.976923076923077,0.5776923076923076,0.78,0.7238461538461537,0.8488446,0.8723148
0.9753846153846154,0.9738461538461539,0.9900000000000001,0.6892307692307692,0.5815384615384616,0.6046153846153847,0.8221494,0.8387095
0.9692307692307693,0.9715384615384616,0.9838461538461538,0.5192307692307693,0.5876923076923077,0.7923076923076923,0.8279614,0.84930414
0.95,0.9900000000000001,0.9807692307692308,0.5969230769230769,0.7876923076923077,0.6223076923076922,0.83055824,0.8559665
0.9676923076923077,0.9823076923076923,0.9615384615384615,0.6346153846153846,0.8323076923076923,0.48,0.83523667,0.86403966
0.9746153846153847,0.976923076923077,0.9838461538461538,0.8176923076923077,0.83,0.6630769230769231,0.8184363,0.84287906
