mu_sigmasq,beta_sigmasq,sigma_mu_x,mu_a,sigma_a,w0,w1,w2,sigma_w0,sigma_w1,sigma_w2,mu_sigmasq_var,beta_sigmasq_var,mu_a_var,sigma_a_var,w0_var,w1_var,w2_var,sigma_w0_var,sigma_w1_var,sigma_w2_var,posterior_q25_mu_sigmasq,posterior_q975_mu_sigmasq,posterior_q25_beta_sigmasq,posterior_q975_beta_sigmasq,posterior_q25_sigma_mu_x,posterior_q975_sigma_mu_x,posterior_q25_mu_a,posterior_q975_mu_a,posterior_q25_sigma_a,posterior_q975_sigma_a,posterior_q25_w0,posterior_q975_w0,posterior_q25_w1,posterior_q975_w1,posterior_q25_w2,posterior_q975_w2,posterior_q25_sigma_w0,posterior_q975_sigma_w0,posterior_q25_sigma_w1,posterior_q975_sigma_w1,posterior_q25_sigma_w2,posterior_q975_sigma_w2,mean_subject_true_a,sd_subject_true_a,mean_subject_true_w0,mean_subject_true_w1,mean_subject_true_w2,sd_subject_true_w0,sd_subject_true_w1,sd_subject_true_w2,num_trials,num_subjects
0.21652348,0.3716946,0.5966984,0.9772948,0.029974354,-0.21934101,0.33031434,-0.06368458,0.96872574,0.9908307,1.0250475,0.0009460908,0.008475933,7.128092e-05,6.2566505e-05,0.00966924,0.010013093,0.011997717,0.004841502,0.0053150114,0.00569445,0.16877651549875736,0.28391699567437173,0.22715225964784622,0.5766483157873152,0.4480421982705593,0.7656777277588844,0.9634132236242294,0.9936391353607178,0.016166739724576475,0.04686251599341631,-0.40686885043978693,-0.0342819917947054,0.13676041029393673,0.522488710284233,-0.2820504330098629,0.14576617814600462,0.8399119392037392,1.1143886119127273,0.8681007787585259,1.153721183538437,0.8880621269345284,1.1840680748224257,0.9615999,0.02127486,-0.20359299,0.30108044,-0.03012577,0.93097043,0.96914077,1.0010395,500,100
0.20288149,0.3432967,0.5528646,0.97534966,0.022002026,0.16921438,0.07256569,-0.024993675,1.1662718,1.0716851,0.84317505,0.00063438126,0.00925291,4.4179516e-05,3.480361e-05,0.012770868,0.012142566,0.0068899207,0.008025711,0.006292482,0.003959284,0.16458651833236218,0.25834319815039636,0.21245848760008812,0.5907458409667015,0.4149884723126888,0.7007527098059654,0.9652392148971558,0.9912212133407593,0.012148775928653776,0.03498778566718101,-0.053370660170912736,0.38928113877773274,-0.15882415659725665,0.2782851278781891,-0.19002266228199005,0.13795114532113073,1.0061189889907838,1.355671614408493,0.9242059409618377,1.235112226009369,0.7299195483326912,0.9782360047101974,0.9660139,0.019969271,0.15869297,0.06859978,-0.02229836,1.12782,1.0529236,0.8127227,500,100
0.23042066,0.39539865,0.53241813,0.97232515,0.023710854,-0.17969926,0.255803,0.0043472773,1.110777,1.0213101,0.9870323,0.00074635,0.0072091385,6.503233e-05,5.6438374e-05,0.0123902,0.010406807,0.008947936,0.00682284,0.0061583975,0.0051743356,0.18754251152276993,0.29286530464887617,0.254037257283926,0.5725822016596794,0.408423887193203,0.6738266438245772,0.960801137983799,0.991623668372631,0.012140379869379103,0.0395044264383614,-0.39809886291623114,0.03787432350218288,0.06548120044171811,0.4755660243332386,-0.19140865728259085,0.19615723900496956,0.958161948621273,1.2853445440530775,0.8771174624562263,1.2004827827215194,0.8589742749929428,1.138124519586563,0.9669876,0.019701717,-0.16282432,0.2544682,-0.025889017,1.1047676,1.0132042,0.97676915,500,100
0.21358882,0.4104252,0.4849054,0.9779467,0.031458937,-0.08116982,0.32723126,-0.17131495,1.0067264,0.9738108,0.98935544,0.00046813986,0.006666963,6.896593e-05,4.831576e-05,0.010043318,0.010241823,0.010393224,0.005344644,0.0050821686,0.005250137,0.17740116715431214,0.2623792991042137,0.2587697647511959,0.5779992073774337,0.37392314299941065,0.6071622639894485,0.9636424109339714,0.9933681547641754,0.01942928843200207,0.045212367456406354,-0.2807556204497814,0.11225365735590455,0.14012197144329547,0.5284363582730293,-0.3843259461224079,0.0378142144531011,0.8727684006094932,1.163765463232994,0.8461430013179779,1.1276142448186874,0.8639132633805275,1.141427105665207,0.9616842,0.02369472,-0.08716582,0.33828643,-0.18920483,1.0016098,0.94019115,0.98326135,500,100
0.22680476,0.3690475,0.58658206,0.9783223,0.028348207,-0.18838799,0.21180475,-0.082972184,1.1028025,0.95389736,1.0332866,0.0005870359,0.0061670095,7.27184e-05,4.623418e-05,0.012326061,0.009565968,0.011206186,0.0064120097,0.0050870525,0.0065316693,0.18680759631097316,0.2824980080127716,0.24630747251212598,0.5556408807635307,0.4600095048546791,0.7360213294625282,0.9646267563104629,0.9940121039748192,0.014815172227099539,0.040574039705097674,-0.41469651013612746,0.028611151129007216,0.023992233350872996,0.4026431739330292,-0.2833949849009514,0.13165710568428035,0.9584408700466156,1.2775232940912247,0.8274026349186897,1.1063595294952393,0.8904348447918892,1.205245053768158,0.96657515,0.018807607,-0.20267215,0.2064434,-0.08045538,1.0675704,0.9072355,1.0267346,500,100
0.23977506,0.4106193,0.55408764,0.97712797,0.02852926,0.118973315,0.30067942,-0.20188889,1.0333592,1.0645216,1.0466485,0.0008276941,0.0070967576,6.5518965e-05,5.0834307e-05,0.011476169,0.012050086,0.011265618,0.0063531706,0.006853798,0.0056775142,0.19252606108784676,0.306696393340826,0.2748914405703545,0.6010879412293434,0.42412492707371713,0.7087670162320137,0.9644486457109451,0.993046797811985,0.015370623534545302,0.0421842236071825,-0.08829422518610953,0.33315396010875703,0.08615594133734704,0.5079456269741058,-0.39664784371852874,0.007960014790296524,0.8895633429288864,1.1958564728498458,0.9242313027381897,1.2429562836885453,0.9049783676862717,1.2037137001752853,0.96725094,0.018705318,0.115780406,0.28557122,-0.17111397,1.0178236,1.0106647,1.0363966,500,100
0.20735523,0.41811487,0.5456736,0.98366374,0.031746197,-0.0076900525,0.32956815,-0.1269539,1.0018609,1.0281734,1.1029416,0.00053671445,0.011967331,5.1427138e-05,3.811891e-05,0.0104022315,0.0107169235,0.0123052085,0.005517457,0.00584964,0.006542443,0.16903454288840294,0.2577472865581512,0.2234225243330002,0.6450855866074561,0.42107823863625526,0.6848857715725899,0.9689544916152955,0.9944958627223969,0.019535827357321976,0.04311296250671148,-0.19703486897051334,0.1820301946252584,0.13363903537392616,0.5270225390791893,-0.3573659799993038,0.09178139530122278,0.8735548123717308,1.1557964533567429,0.8925568386912346,1.1816946178674697,0.9525300160050392,1.2636159867048264,0.9656695,0.021952625,-0.015569935,0.3275782,-0.1349055,1.0027242,0.9813692,1.0920628,500,100
0.21973415,0.40472284,0.6191944,0.97339725,0.030894479,-0.0483372,0.110092364,-0.088000536,1.062499,1.0401663,1.0054871,0.0006835703,0.009521639,7.3736584e-05,4.557296e-05,0.011101736,0.010602662,0.010130516,0.0063155196,0.0066029876,0.0056618876,0.17995002083480358,0.28367789685726164,0.2384593702852726,0.6389509439468384,0.47385423108935354,0.7883779495954514,0.9602894559502602,0.9915778681635856,0.01946132304146886,0.04542688438668847,-0.24951343834400178,0.16802597045898438,-0.08993750866502523,0.30098031312227247,-0.29118323475122454,0.10126059614121913,0.9179342776536942,1.2287644892930984,0.89374820291996,1.2131683260202406,0.8704996198415756,1.1716506481170654,0.9656567,0.018976813,-0.043003395,0.11556524,-0.12464975,1.0242652,0.99664146,0.9905955,500,100
0.22948179,0.504352,0.57566553,0.97097784,0.024998132,-0.03371735,0.18588197,0.095820084,0.9529861,1.0204809,0.9654185,0.0007153503,0.021182079,5.6241228e-05,4.878891e-05,0.008910313,0.010170805,0.008806993,0.0055971327,0.0061985822,0.0051072077,0.1883827056735754,0.29601791128516197,0.26446548849344254,0.8328192114830016,0.44882237166166306,0.7166015714406967,0.9606180429458618,0.989365129172802,0.013567287148907781,0.03941333182156086,-0.2247854083776474,0.15306839421391485,-0.024948186799883844,0.37908733189105975,-0.08381038513034582,0.28114870488643645,0.8174117088317872,1.1103659391403198,0.8845995485782623,1.187156581878662,0.8377960875630379,1.117330938577652,0.9648105,0.021570794,-0.030392107,0.19401607,0.08967083,0.94098943,0.9923855,0.95778483,500,100
0.22795363,0.41633967,0.54977137,0.9702131,0.01742571,0.023465872,0.13618699,-0.19302534,0.9730915,1.028553,1.0956715,0.0006649429,0.008189253,1.8038561e-05,2.1325217e-05,0.009604583,0.010710879,0.012483407,0.0054806178,0.0062508243,0.006314736,0.18579419814050196,0.28838419541716576,0.25682122111320493,0.6141977801918983,0.41718008145689967,0.705902937054634,0.963891164958477,0.9820043504238128,0.010332820564508438,0.02813192922621965,-0.1812933512032032,0.21988345384597763,-0.06367374621331691,0.3499450847506523,-0.4079845681786537,0.029481462016701664,0.836422361433506,1.1328123211860657,0.8891123294830322,1.1974238187074662,0.9574409738183022,1.2635642290115356,0.96657485,0.018457046,0.01950015,0.09646588,-0.18756059,0.9996902,1.0064665,1.0588,500,100
