correlation,rmse,generative_a,estimated_a,generative_sigmasq,estimated_sigmasq,generative_mu_x,estimated_mu_x
0.8016014350080574,0.6152479,0.9611305,0.9570025,0.07085304,0.11460555,0.17737187,0.29863587
0.6993817049672681,0.60093635,0.93115824,0.9308655,0.102121845,0.098650396,0.040762052,0.093275756
0.850617852328714,0.69846404,0.95995235,0.9591584,0.1314148,0.1373869,-0.6910442,-0.75102496
0.7538864930396464,0.5812405,0.9561979,0.93840295,0.08041293,0.09584275,0.92426217,0.8000773
0.9054343271031036,0.85083044,0.9751533,0.9654418,0.20043157,0.3122616,0.8757046,1.0399889
0.7476426500657058,0.5845456,0.932136,0.94474316,0.10233722,0.09242847,-0.14911726,-0.17462662
0.7903657405746295,0.63614583,0.9683527,0.9621679,0.06369313,0.08742916,0.39510047,0.49099204
0.9377271081330841,0.8764504,0.9872458,0.9811984,0.21193163,0.22668612,-0.21406764,0.08822272
0.6414144962799738,0.54598564,0.92279685,0.92680913,0.07826912,0.05372561,-0.031697787,-0.043629687
0.8013768547110741,0.6582638,0.93256086,0.93650424,0.160125,0.14895874,-0.03551748,0.13712306
0.760709620208899,0.5987042,0.9558992,0.9451542,0.08348831,0.093838215,-0.46249187,-0.44482097
0.8136708989788359,0.63831335,0.9470106,0.9545079,0.12201212,0.11629845,0.33586124,0.4306728
0.932949152229966,0.7510871,0.9865268,0.97897875,0.13874981,0.20576286,-0.06461232,-0.2579663
0.9221832086633281,0.77485514,0.9862433,0.9814756,0.15343107,0.14760828,0.64781797,0.68218446
0.8150843647313746,0.6833283,0.9545666,0.9566306,0.13624984,0.12396278,0.24977958,0.21912579
0.8467561946702477,0.8874723,0.9604785,0.9567832,0.26784047,0.24762474,-0.5016184,-0.4336279
0.7368013040640521,0.57709914,0.95026714,0.95140064,0.093959175,0.07225345,-0.35504133,-0.49740073
0.7933485830939433,0.6515044,0.9369267,0.93149453,0.15919317,0.15465917,0.0056986813,-0.04034581
0.7898171498966858,0.8534977,0.9363535,0.94206244,0.22008368,0.18625507,-1.0679272,-0.71510243
0.9409307624692305,0.9829512,0.97893435,0.9714072,0.37436277,0.41795546,0.07267675,0.2548417
0.8063122559004902,0.57403404,0.95904994,0.95719194,0.07544837,0.092595264,-0.22193277,-0.19366696
0.6325788984223378,0.6269726,0.9201084,0.9456821,0.10583509,0.06385263,-0.34900257,-0.35619858
0.8901138121805524,0.71860504,0.9746619,0.9717814,0.13707659,0.15825284,0.5693308,0.7330351
0.8769350562614021,0.73247194,0.96692616,0.9717597,0.14736347,0.115281105,-0.0782879,-0.0651815
0.8781208560848341,0.939915,0.9465095,0.9436913,0.40443906,0.4842183,-0.29934466,-0.45747927
0.7657281953331277,0.89548904,0.90794146,0.9177316,0.36533302,0.321505,0.096972,0.11586279
0.9459353666281171,0.73160785,0.9924448,0.98652804,0.12993649,0.14194691,0.20584643,0.40166157
0.9090613289282706,0.72075945,0.9754689,0.966013,0.17169009,0.23504564,0.14197955,0.24947901
0.7111047709721907,0.6674854,0.93885636,0.9386971,0.109778896,0.1257421,0.33283105,0.24109456
0.9177010408680416,1.1042516,0.9638623,0.95618767,0.55447876,0.7119652,-0.55915016,-0.31891614
0.8591076070043041,0.6892404,0.9627608,0.9580501,0.16337553,0.17035271,0.77937675,0.9860985
0.8374773195790927,0.67576945,0.9660274,0.96490484,0.12645754,0.11039333,-0.47749168,-0.3994456
0.8779105904444235,0.53405076,0.9824252,0.9807855,0.043929864,0.050308876,0.05832234,-0.2096377
0.8484825874113033,0.7552361,0.97038144,0.9605597,0.15734655,0.17993823,-0.094119236,-0.19937782
0.9121828580233141,0.66512406,0.97984475,0.9809403,0.10221573,0.09503847,0.6708253,0.52879447
0.7955107658075229,0.57144386,0.94462013,0.9501005,0.07996757,0.09510418,-0.95995504,-0.8387729
0.9137347047313178,0.68029726,0.98325396,0.9800022,0.10661639,0.13231267,0.53646,0.06303354
0.8381899987435999,0.6013536,0.96477896,0.95245916,0.10766228,0.12749033,0.08954643,0.26278168
0.8545089597163583,0.764778,0.9502583,0.94963616,0.22584848,0.20245129,0.31756103,0.42442933
0.8104903777636149,0.67144454,0.9467816,0.94955486,0.14046979,0.13047516,0.25213155,0.03206117
0.8924763639178933,0.8331803,0.97342175,0.9631898,0.21461274,0.1989923,-0.026728095,-0.19322099
0.8189409875736393,0.7042693,0.9409366,0.93505085,0.17962547,0.24223168,0.7104656,0.8060612
0.8495384098535363,0.9515048,0.9291382,0.92862797,0.42566952,0.43196347,0.87132734,0.901436
0.8795243982209758,0.6958049,0.9801898,0.98276716,0.09377436,0.07003888,-0.31311,-0.26378328
0.9528522498260897,0.9116587,0.99063575,0.9854591,0.21549402,0.27026045,0.45878112,0.51375455
0.90092100176484,0.85798514,0.95602185,0.9608939,0.3077702,0.27916092,1.0125535,0.76313555
