mu_sigmasq,beta_sigmasq,sigma_mu_x,mu_a,sigma_a,w0,w1,w2,sigma_w0,sigma_w1,sigma_w2,mu_sigmasq_var,beta_sigmasq_var,mu_a_var,sigma_a_var,w0_var,w1_var,w2_var,sigma_w0_var,sigma_w1_var,sigma_w2_var,posterior_q25_mu_sigmasq,posterior_q975_mu_sigmasq,posterior_q25_beta_sigmasq,posterior_q975_beta_sigmasq,posterior_q25_sigma_mu_x,posterior_q975_sigma_mu_x,posterior_q25_mu_a,posterior_q975_mu_a,posterior_q25_sigma_a,posterior_q975_sigma_a,posterior_q25_w0,posterior_q975_w0,posterior_q25_w1,posterior_q975_w1,posterior_q25_w2,posterior_q975_w2,posterior_q25_sigma_w0,posterior_q975_sigma_w0,posterior_q25_sigma_w1,posterior_q975_sigma_w1,posterior_q25_sigma_w2,posterior_q975_sigma_w2,mean_subject_true_a,sd_subject_true_a,mean_subject_true_w0,mean_subject_true_w1,mean_subject_true_w2,sd_subject_true_w0,sd_subject_true_w1,sd_subject_true_w2,num_trials,num_subjects
0.20309444,0.29734167,0.6610678,0.96442205,0.018573767,-0.13556476,0.21923713,0.18297622,1.082297,1.1605717,0.92254364,0.002150473,0.022676703,7.698465e-05,0.00019629122,0.048686303,0.05725622,0.03991155,0.025979698,0.03313712,0.019537874,0.13448154293000697,0.32249905318021777,0.10570331383496523,0.6876343756914136,0.44336618185043336,0.9513961553573606,0.9488288119435311,0.9870139211416245,0.005568284098990262,0.05423338133841752,-0.5698541983962059,0.29479185640811917,-0.24979357086122037,0.666161274909973,-0.20767704844474794,0.5916772812604905,0.8073100253939629,1.4462314724922178,0.881395398080349,1.5756828665733336,0.6904967486858368,1.2413579255342482,0.95571357,0.019779513,-0.12244815,0.18956967,0.18421775,1.0327204,1.0438962,0.89025646,500,25
0.19512977,0.22322163,0.5982936,0.9706896,0.018470654,0.4242079,0.21664506,-0.27766055,1.2417755,1.1710808,0.6410712,0.0027060471,0.007089087,7.773297e-05,0.00010108886,0.059152614,0.05961289,0.016556935,0.04087051,0.033159614,0.010035003,0.12039386164397001,0.3259946249425411,0.1063953509554267,0.42584557831287384,0.41558431908488275,0.8479458093643186,0.956154876947403,0.9913332045078278,0.0056062252377159895,0.040775870159268375,-0.06221086978912353,0.9102423071861266,-0.2833866812288761,0.6828363299369811,-0.5300161391496658,-0.02411547377705578,0.9185688495635986,1.7264030188322066,0.8742931872606278,1.580992442369461,0.47308719605207444,0.8654517337679861,0.96426696,0.020658508,0.44845125,0.23449531,-0.2789689,1.1327382,1.1160804,0.61478925,500,25
0.22046685,0.27870122,0.602675,0.96792716,0.023004185,-0.014397691,0.36008173,-0.23174232,0.9650495,0.9351729,0.8040745,0.0027447285,0.012769163,9.687359e-05,0.00012857071,0.038053416,0.03505273,0.024433946,0.022160176,0.023029888,0.015292969,0.13816308602690697,0.3502255387604236,0.12195432614535093,0.5706228524446487,0.42492812499403954,0.8431622952222823,0.9507143065333367,0.9895989328622818,0.006402030633762479,0.04873849935829639,-0.3964715413749218,0.3673826672136783,-0.002263092249631879,0.7603242799639701,-0.5473520338535309,0.08284864239394663,0.7241699814796447,1.3254084646701811,0.6835989519953728,1.3186726063489913,0.6096706718206406,1.0938793867826462,0.96358746,0.02237319,-0.026005609,0.36938816,-0.2677464,0.93933177,0.88569754,0.72536576,500,25
0.25033587,0.2693824,0.6237849,0.9738071,0.021333491,0.164915,0.15314598,0.082883485,0.8990044,1.2447726,0.7407836,0.0036334896,0.008663407,6.900319e-05,8.029439e-05,0.03251619,0.06743918,0.023862664,0.018112767,0.036788214,0.013841365,0.16152127869427205,0.4047484457492828,0.12582017239183188,0.48748871237039565,0.42867138236761093,0.8769098624587058,0.9599436670541763,0.9919436946511269,0.007204561517573893,0.042023601848632096,-0.1924608301371336,0.5165885463356972,-0.3472676880657673,0.6659488633275031,-0.21713470704853535,0.39699410647153854,0.6697585076093674,1.2037565678358078,0.9361345738172531,1.6880460023880004,0.5543255895376206,1.007536455988884,0.9630292,0.020505676,0.10100482,0.16308719,0.04445456,0.83287233,1.0452312,0.6230152,500,25
0.26692373,0.31822866,0.7261239,0.96799946,0.024704535,-0.32553685,0.44940534,-0.12569419,1.3286712,0.76733583,0.92610633,0.0037823918,0.012448538,0.00012659634,0.0001506703,0.07288364,0.025842775,0.036841936,0.042681385,0.015305531,0.024600532,0.17674357444047928,0.4232724629342556,0.16006993129849434,0.5817600533366203,0.5018550619482994,1.0370806306600568,0.950817258656025,0.9933770015835762,0.0070826630457304415,0.05265474459156393,-0.8668120756745339,0.2254947938024997,0.13000368475914,0.7582517832517623,-0.49303803518414496,0.27042550444602964,0.9871544808149337,1.7985505282878873,0.5565748989582062,1.0590490698814392,0.6763609021902084,1.2872390836477279,0.96630764,0.016164206,-0.35519993,0.4276607,-0.18634534,1.1387818,0.69327366,0.85238814,500,25
0.29852474,0.27683583,0.6618156,0.9662755,0.02040852,-0.064464524,0.0031467683,-0.5125526,1.2641289,0.9997209,1.1530466,0.0056364597,0.008623363,8.111254e-05,0.00010806579,0.070798725,0.04352096,0.055639736,0.041738033,0.026774414,0.030489577,0.18920490965247155,0.47756916359066953,0.14178304448723794,0.5044596180319786,0.4402706786990166,0.9568335235118866,0.9518442690372467,0.9885528936982155,0.005697475012857467,0.0448231597431004,-0.5984001830220222,0.4567291475832462,-0.4258519321680069,0.3999102205038066,-0.9426797226071357,-0.03496408462524422,0.9374166011810303,1.7033465087413786,0.7568110018968582,1.3853845447301865,0.8653726547956466,1.5412999838590622,0.9672429,0.018767279,-0.10673309,0.081892185,-0.4807572,1.1787617,0.92309415,1.0689889,500,25
0.1866523,0.24758555,0.60415053,0.9834614,0.026518445,-0.20840971,0.36421764,-0.43600935,1.1113417,0.9924025,1.1320662,0.0026962787,0.006348372,5.9060756e-05,8.0331556e-05,0.051681425,0.040462285,0.05149525,0.027805507,0.025352582,0.03070334,0.11503174398094415,0.32214911207556723,0.12465310487896204,0.42793621048331254,0.4070135556161404,0.9016795247793196,0.9670765042304993,0.9945619747042656,0.011611140775494277,0.04701051637530327,-0.6352283805608749,0.21035406924784178,-0.030536742508411395,0.750655387341976,-0.8959115982055664,0.0031910166144370968,0.8386749640107155,1.4864724904298783,0.7435519203543663,1.330458179116249,0.8431327030062675,1.5318173736333847,0.96642864,0.021022566,-0.22791325,0.3935378,-0.40710008,1.0961132,0.94988465,1.1027716,500,25
0.16320923,0.2868895,0.66265714,0.9754162,0.025085617,0.21175599,0.2596544,-0.018933438,0.99842227,1.0557551,0.9176204,0.0013262957,0.011911605,7.9402926e-05,9.4070645e-05,0.03979918,0.04412426,0.033878222,0.024981918,0.028933693,0.020502867,0.11183166205883026,0.2533430248498917,0.12845327109098434,0.5428326219320297,0.45433441177010536,0.9567652493715285,0.9585563525557518,0.9931568339467048,0.00887451283633709,0.04720920948311686,-0.16515281200408935,0.6124818086624145,-0.1513168819248676,0.6657632797956464,-0.38561195358633993,0.3244864434003829,0.7415176644921303,1.3648956477642058,0.7910019025206566,1.4431881904602049,0.6924117133021355,1.2450549840927123,0.95834476,0.020979533,0.23274072,0.25142863,-0.06256068,0.9046832,0.9300656,0.9007974,500,25
0.26478377,0.36084902,0.61349285,0.97149485,0.02478059,-0.03514149,0.23806317,0.18096873,0.91633344,1.1702396,0.90270895,0.0033055355,0.019329144,9.876963e-05,7.8579964e-05,0.033440825,0.05493096,0.031581864,0.023029212,0.03363059,0.019310914,0.17598167844116688,0.3982959911227225,0.16249332688748835,0.6974687188863753,0.4111198395490646,0.8839069306850433,0.9538996741175652,0.9913928627967834,0.010992028145119547,0.04470032667741179,-0.39337754994630814,0.344573203474283,-0.25839485675096513,0.704953525960445,-0.1747806541621685,0.5304199948906898,0.6734622195363045,1.2808714538812636,0.8659356281161308,1.5856894165277482,0.6818101003766059,1.2125341176986695,0.9666349,0.021415683,-0.05488931,0.28182364,0.13181724,0.839581,1.1475954,0.8490692,500,25
0.30285555,0.35681617,0.60895574,0.9702598,0.017135438,-0.050197918,-0.15993129,0.054127254,1.0581158,1.0027173,1.1361874,0.0042092497,0.012342585,6.519138e-05,0.00011044901,0.04720634,0.041703813,0.055078562,0.02800173,0.025931511,0.029801976,0.20927606262266635,0.4575811795890331,0.18469512239098548,0.6170581936836242,0.40339006558060647,0.9211953878402708,0.9591455191373826,0.9917590409517288,0.005596941767726094,0.04334102701395749,-0.507768239080906,0.38962843567132943,-0.5575015544891357,0.2345286242663859,-0.39548898935317994,0.5176636219024657,0.782334466278553,1.4582825899124146,0.7429252862930298,1.3765576541423794,0.864638802409172,1.5429493278264999,0.96726155,0.015840238,-0.055998698,-0.21139199,0.055487603,0.9976245,0.9784753,1.0469886,500,25
