correlation,rmse,generative_a,estimated_a,generative_sigmasq,estimated_sigmasq,generative_mu_x,estimated_mu_x
0.8185187633121579,0.6063476,0.9611305,0.9621401,0.07085304,0.10419316,0.17737187,0.31870112
0.667089850350376,0.6158308,0.93115824,0.9311812,0.102121845,0.12999107,0.040762052,0.124577
0.8468099891855982,0.6909923,0.95995235,0.9546551,0.1314148,0.16463397,-0.6910442,-0.69741845
0.774000987072158,0.5524411,0.9561979,0.9371624,0.08041293,0.12135172,0.92426217,0.90179086
0.9043420910627347,0.8084402,0.9751533,0.9747531,0.20043157,0.17168881,0.8757046,0.77290046
0.7430579917852788,0.56783015,0.932136,0.9402372,0.10233722,0.09175198,-0.14911726,-0.23348406
0.7900196824991493,0.6531345,0.9683527,0.95314324,0.06369313,0.101024576,0.39510047,0.13650104
0.9427620782659327,0.8253103,0.9872458,0.9839566,0.21193163,0.17726426,-0.21406764,0.24410045
0.6302337026293925,0.5125879,0.92279685,0.9272818,0.07826912,0.07816672,-0.031697787,-0.006643412
0.7602929098708656,0.68212515,0.93256086,0.9420711,0.160125,0.14543906,-0.03551748,-0.02386271
0.8163140360182459,0.5408727,0.9558992,0.9517146,0.08348831,0.09197523,-0.46249187,-0.44932717
0.7992533602645377,0.67858374,0.9470106,0.95808977,0.12201212,0.08149784,0.33586124,0.44090635
0.9439078891372624,0.75226605,0.9865268,0.9837189,0.13874981,0.15767494,-0.06461232,-0.09550084
0.9128591486814638,0.76693535,0.9862433,0.9710901,0.15343107,0.18975694,0.64781797,0.579745
0.7735543519926964,0.68766737,0.9545666,0.9342221,0.13624984,0.18795554,0.24977958,0.41356978
0.8415223974275837,0.8824579,0.9604785,0.955565,0.26784047,0.2546454,-0.5016184,-0.3941459
0.7291856946537111,0.6013924,0.95026714,0.9556961,0.093959175,0.08544898,-0.35504133,-0.47897807
0.7968632018021123,0.65210044,0.9369267,0.9475234,0.15919317,0.13505338,0.0056986813,0.16243356
0.7723938538870168,0.83479446,0.9363535,0.9424573,0.22008368,0.19957413,-1.0679272,-0.706735
0.9336842953094873,0.95861584,0.97893435,0.9592384,0.37436277,0.53386223,0.07267675,0.18241368
0.8338653678504591,0.54887706,0.95904994,0.95429665,0.07544837,0.10673611,-0.22193277,-0.104706764
0.6442175780145023,0.637426,0.9201084,0.93357164,0.10583509,0.08606064,-0.34900257,-0.4714658
0.9070489412878308,0.6692187,0.9746619,0.9735595,0.13707659,0.14248075,0.5693308,0.55888736
0.84501049961768,0.77904314,0.96692616,0.9686302,0.14736347,0.09474262,-0.0782879,-0.08040454
0.86632943730071,0.9669441,0.9465095,0.9524557,0.40443906,0.3407139,-0.29934466,-0.4195586
0.7848544654167146,0.8983023,0.90794146,0.90794414,0.36533302,0.42710868,0.096972,0.047205918
0.9324266067882573,0.7017615,0.9924448,0.98017806,0.12993649,0.16155271,0.20584643,0.31088525
0.9521851609896258,0.8527052,0.9926659,0.98306036,0.16614152,0.2469147,0.24996307,-0.4658136
0.771103299568528,0.63495696,0.93885636,0.940773,0.109778896,0.1257827,0.33283105,0.2610482
0.9135085764973724,1.0899156,0.9638623,0.95121306,0.55447876,0.7419822,-0.55915016,-0.31578457
0.8644183565469373,0.6821968,0.9627608,0.95517963,0.16337553,0.19743763,0.77937675,1.0596246
0.8218211506273841,0.6650933,0.9660274,0.94934344,0.12645754,0.1419807,-0.47749168,-0.26290923
0.9180204159392665,0.4722943,0.9824252,0.9818052,0.043929864,0.057434056,0.05832234,-0.22962803
0.8070737234997958,0.78486156,0.97038144,0.95703083,0.15734655,0.15655369,-0.094119236,-0.32137197
0.9270399092223855,0.70081025,0.97984475,0.9847618,0.10221573,0.11393778,0.6708253,0.52266395
0.7633049287847887,0.5931192,0.94462013,0.94701606,0.07996757,0.12306501,-0.95995504,-0.7626537
0.8823359516471609,0.714545,0.98325396,0.9789102,0.10661639,0.12152351,0.53646,-0.14738026
0.8197418079586893,0.6353527,0.96477896,0.9490054,0.10766228,0.123590626,0.08954643,0.39818966
0.862278568428571,0.80127007,0.9502583,0.9590699,0.22584848,0.22646074,0.31756103,0.42651448
0.7693965767354523,0.7200886,0.9467816,0.9441462,0.14046979,0.14005788,0.25213155,0.20127848
0.8885760722841717,0.82377046,0.97342175,0.97374845,0.21461274,0.15634385,-0.026728095,-0.2048675
0.8372917082386735,0.73364705,0.9409366,0.9404983,0.17962547,0.2788943,0.7104656,0.80197465
0.8426811191489793,0.9727929,0.9291382,0.91732913,0.42566952,0.5887621,0.87132734,0.833791
0.8972256345001016,0.65619016,0.9801898,0.9817331,0.09377436,0.076720774,-0.31311,0.047452882
0.9415134083701455,1.050434,0.99063575,0.9865406,0.21549402,0.2844452,0.45878112,0.49566853
0.9122261468521836,0.8649758,0.95602185,0.9641586,0.3077702,0.27534243,1.0125535,0.6192051
0.907235318789651,0.77183205,0.9762438,0.97197175,0.18750179,0.20200269,-0.33626056,0.010120715
0.7722874015382635,0.7437816,0.95583665,0.9464775,0.14912744,0.17949955,0.5541116,0.7425402
0.7899574637371942,0.80133885,0.94179267,0.9396214,0.17136005,0.16856037,-0.21401866,-0.21751602
0.865391224542596,0.6254244,0.97129035,0.97071373,0.0842709,0.097180106,0.17935324,0.14187111
0.9097273209803715,0.5750757,0.9751945,0.9731079,0.09848594,0.11170891,-0.12735234,-0.32106513
0.814381955837113,0.56944597,0.967562,0.96418244,0.07262571,0.073469594,0.052438397,0.32363755
0.8148729444596712,0.8433021,0.9228234,0.9475888,0.30023518,0.23141499,-0.6186461,-0.5040627
0.9152544389207103,1.0565965,0.9798257,0.97354144,0.2212032,0.40939552,-0.3348652,-0.4060107
0.8973199940671992,0.74016774,0.98337346,0.96497524,0.1435217,0.23487061,0.29432687,0.44025913
0.7018682351789177,0.6701398,0.9423335,0.91720957,0.12162848,0.16107175,0.12173692,-0.021171518
0.875246430983429,0.78283155,0.9668351,0.9558108,0.1836623,0.23272593,0.19334419,0.20023309
0.657514956274393,0.6714684,0.9325231,0.945814,0.13252874,0.079980254,1.1074411,1.081398
0.7750339426294309,0.92808646,0.9082826,0.92080915,0.42190465,0.32560155,0.94725657,1.049708
0.8553121714099474,0.8214033,0.9531788,0.942465,0.23937507,0.28598678,0.54861647,0.42243972
