correlation_w0,correlation_w1,correlation_w2,correlation_w3,correlation_a,correlation_sigmasq,mean_correlation_states,median_correlation_states
0.95,0.9846153846153846,0.9900000000000001,0.9723076923076923,0.4592307692307693,0.7369230769230769,0.8335604,0.84304494
0.9876923076923078,0.9892307692307692,0.9830769230769232,0.9807692307692308,0.5976923076923077,0.3946153846153846,0.8460105,0.876104
0.9892307692307692,0.9792307692307692,0.9592307692307691,0.9846153846153846,0.7192307692307691,0.5823076923076923,0.82373273,0.86666316
0.98,0.9838461538461538,0.9746153846153847,0.9792307692307692,0.36846153846153845,0.666923076923077,0.8746603,0.89481765
0.9923076923076923,0.9876923076923078,0.98,0.9815384615384616,0.6253846153846154,0.6376923076923077,0.8205118,0.81338984
0.9676923076923077,0.9869230769230769,0.9792307692307692,0.9846153846153846,0.48307692307692307,0.5592307692307692,0.8601029,0.87154657
0.9876923076923078,0.9853846153846154,0.9807692307692308,0.9684615384615385,0.5346153846153846,0.22999999999999998,0.7965048,0.8027081
0.9815384615384616,0.9700000000000001,0.9853846153846154,0.9869230769230769,0.7923076923076923,0.4823076923076923,0.8494533,0.87854683
0.9776923076923076,0.9815384615384616,0.9661538461538461,0.9730769230769231,0.48615384615384616,0.4684615384615385,0.8010971,0.8212282
0.9830769230769232,0.966923076923077,0.976923076923077,0.9884615384615385,0.7807692307692308,0.7084615384615385,0.7861617,0.83723104
0.966923076923077,0.976923076923077,0.9792307692307692,0.9761538461538463,0.5915384615384616,0.8007692307692308,0.8681771,0.8910688
0.9892307692307692,0.976923076923077,0.966923076923077,0.9915384615384615,0.7584615384615384,0.5007692307692309,0.79845333,0.8742393
0.9823076923076923,0.9869230769230769,0.9638461538461539,0.9446153846153846,0.6261538461538462,0.13692307692307693,0.84557694,0.8827183
0.9746153846153847,0.9846153846153846,0.9838461538461538,0.9876923076923078,0.72,0.5007692307692309,0.8042845,0.83374834
0.9653846153846154,0.9623076923076924,0.9776923076923076,0.9738461538461539,0.7276923076923076,0.7215384615384615,0.8461665,0.8567655
0.9838461538461538,0.9907692307692307,0.9907692307692307,0.9869230769230769,0.5800000000000001,0.6261538461538462,0.86074156,0.8840658
0.9853846153846154,0.9730769230769231,0.9915384615384615,0.9900000000000001,0.4776923076923077,0.713076923076923,0.83732235,0.86250573
0.9823076923076923,0.9869230769230769,0.9907692307692307,0.9476923076923076,0.7846153846153846,0.41692307692307695,0.7901768,0.80572873
0.976923076923077,0.9923076923076923,0.9753846153846154,0.9807692307692308,0.6261538461538462,0.44230769230769235,0.83104503,0.8460953
0.9892307692307692,0.9915384615384615,0.9653846153846154,0.9692307692307693,0.6830769230769231,0.6192307692307693,0.8353368,0.8794096
0.9884615384615385,0.9830769230769232,0.9738461538461539,0.9784615384615385,0.7484615384615385,0.48,0.8256687,0.84156126
0.9807692307692308,0.966923076923077,0.9692307692307693,0.9869230769230769,0.7699999999999999,0.5553846153846154,0.84028465,0.86926323
0.966923076923077,0.9915384615384615,0.9853846153846154,0.9892307692307692,0.5499999999999999,0.5930769230769232,0.81982094,0.87892914
0.9830769230769232,0.9830769230769232,0.9715384615384616,0.9907692307692307,0.6923076923076923,0.57,0.8415312,0.85775584
0.9915384615384615,0.9761538461538463,0.9915384615384615,0.9876923076923078,0.5684615384615384,0.3730769230769231,0.8424594,0.8835803
0.9823076923076923,0.9838461538461538,0.9930769230769231,0.9815384615384616,0.6907692307692308,0.5107692307692308,0.8544754,0.8655466
0.9753846153846154,0.9784615384615385,0.9823076923076923,0.9376923076923077,0.7515384615384615,0.7492307692307693,0.83454007,0.86124766
0.976923076923077,0.9946153846153847,0.9861538461538462,0.9884615384615385,0.7061538461538461,0.7476923076923078,0.8662325,0.8882409
0.9723076923076923,0.9876923076923078,0.9830769230769232,0.9792307692307692,0.8338461538461539,0.5453846153846154,0.8527977,0.87884974
0.9900000000000001,0.9584615384615384,0.9784615384615385,0.9861538461538462,0.8799999999999999,0.48692307692307696,0.8329455,0.86499274
0.9738461538461539,0.9892307692307692,0.98,0.9884615384615385,0.6807692307692308,0.5646153846153846,0.8306768,0.86891896
0.9784615384615385,0.9761538461538463,0.9700000000000001,0.9869230769230769,0.6692307692307693,0.2946153846153846,0.8060968,0.84701926
0.9784615384615385,0.9823076923076923,0.9569230769230769,0.9838461538461538,0.7661538461538462,0.5415384615384615,0.8573272,0.87436295
0.9830769230769232,0.9869230769230769,0.9792307692307692,0.9815384615384616,0.7792307692307692,0.546923076923077,0.8139576,0.8347737
0.9569230769230769,0.9861538461538462,0.9776923076923076,0.9776923076923076,0.7215384615384615,0.8453846153846154,0.84379685,0.85398084
0.9792307692307692,0.9930769230769231,0.9900000000000001,0.9930769230769231,0.5746153846153847,0.25769230769230766,0.854955,0.8832453
0.9907692307692307,0.9761538461538463,0.9869230769230769,0.9930769230769231,0.7761538461538461,0.25846153846153846,0.8044245,0.83948004
0.9823076923076923,0.976923076923077,0.9884615384615385,0.9915384615384615,0.43692307692307686,0.6323076923076923,0.8562515,0.8632006
0.9746153846153847,0.9853846153846154,0.9730769230769231,0.9730769230769231,0.6423076923076922,0.7123076923076922,0.8498872,0.8552199
0.9838461538461538,0.9676923076923077,0.9869230769230769,0.9938461538461538,0.7023076923076923,0.4476923076923077,0.8654933,0.88880455
0.9900000000000001,0.9907692307692307,0.9861538461538462,0.9676923076923077,0.7300000000000001,0.6938461538461538,0.85689515,0.87361366
0.9900000000000001,0.9838461538461538,0.9907692307692307,0.9915384615384615,0.49846153846153846,0.4692307692307692,0.8409556,0.8536895
0.9784615384615385,0.9838461538461538,0.9900000000000001,0.9638461538461539,0.7346153846153847,0.7761538461538461,0.8131276,0.8462775
0.9823076923076923,0.9853846153846154,0.9692307692307693,0.9723076923076923,0.7246153846153846,0.46615384615384614,0.8007593,0.8287681
0.9830769230769232,0.9807692307692308,0.9830769230769232,0.9553846153846154,0.5792307692307693,0.5223076923076923,0.8293537,0.8558367
0.9953846153846154,0.9907692307692307,0.9853846153846154,0.9507692307692308,0.8161538461538461,0.7684615384615385,0.81843936,0.8349354
0.9784615384615385,0.9700000000000001,0.9700000000000001,0.96,0.24692307692307694,0.4753846153846154,0.8437348,0.88106817
0.9730769230769231,0.9907692307692307,0.9946153846153847,0.9676923076923077,0.6453846153846153,0.3507692307692308,0.8051747,0.79749244
0.9861538461538462,0.98,0.9776923076923076,0.9830769230769232,0.7038461538461539,0.8546153846153846,0.85173965,0.8553737
0.9715384615384616,0.9861538461538462,0.9915384615384615,0.9853846153846154,0.6007692307692307,0.7761538461538461,0.83573323,0.8601163
