correlation,generative_a,estimated_a,generative_sigmasq,estimated_sigmasq
0.6290422281689128,0.98249656,0.95643353,0.05210096,0.15927896
0.7757962871851487,0.97360325,0.9617864,0.07869781,0.05494126
0.6753260293041171,0.9925625,0.9507242,0.032331605,0.044977657
0.8235232620930483,0.95004374,0.96041876,0.104412824,0.06579528
0.8474791979167916,0.99269295,0.9634885,0.31899685,0.14730686
0.7467710510842044,0.98493445,0.9511244,0.11015959,0.073617
0.9309810999243997,0.99018186,0.97145915,0.13437837,0.17778544
0.9082146088584353,0.986886,0.9845034,0.108039096,0.10430375
0.9151201084804339,0.9975464,0.9841164,0.078972526,0.08572648
0.8302423289693158,0.9765661,0.96118605,0.06530141,0.085017726
0.735506078024312,0.9494093,0.9811632,0.13484113,0.050244555
0.9496813987255949,0.99782383,0.9838329,0.18040295,0.20170942
0.7064231456925827,0.94835293,0.9399592,0.09160329,0.045049176
0.6508318193272773,0.97934943,0.93811375,0.10933113,0.13814826
0.8209672518690074,0.96797496,0.9643478,0.070857465,0.12290668
0.9279961599846399,0.99324673,0.97994393,0.10666681,0.08339097
0.9012241488965955,0.9668373,0.9530606,0.24526237,0.10336809
0.885190548762195,0.9703017,0.97184,0.07455314,0.082134955
0.9063474973899894,0.95694333,0.96789443,0.15031745,0.17375849
0.7791415165660662,0.95454204,0.97061527,0.26690963,0.06580586
0.8918841755367021,0.9690789,0.9752998,0.05964852,0.1462323
0.8085148500594002,0.9793192,0.95338786,0.06925491,0.085836165
0.8817629510518041,0.99096,0.9949664,0.060055412,0.06498498
0.7356624626498506,0.9649035,0.9429632,0.05149799,0.056707136
0.5837811191244765,0.976634,0.91958016,0.12021201,0.06573023
0.809754503018012,0.98763126,0.9590009,0.058026355,0.08248471
0.7749752919011675,0.94872546,0.8840957,0.048519198,0.07467378
0.6954656618626475,0.95815754,0.93539274,0.1825049,0.11116893
0.7572475729902919,0.9741575,0.9498927,0.10300111,0.06610484
0.9282887691550765,0.99634683,0.9776459,0.055639353,0.11244932
0.8270930363721454,0.96136343,0.94264704,0.054102,0.06443381
0.9414231576926309,0.98492354,0.9776056,0.11195779,0.12022964
0.964627890511562,0.9806894,0.9898505,0.06822348,0.06766959
0.8502200088800353,0.98676986,0.9769615,0.09823313,0.18851577
0.8562606410425642,0.9906136,0.9527534,0.10643419,0.14210281
0.747563054252217,0.97261006,0.9385773,0.07413377,0.09491423
0.9411349645398581,0.9914445,0.96930635,0.056609895,0.05210461
0.7214979899919599,0.9646088,0.9629046,0.07665592,0.092732966
0.8465247620990484,0.9749351,0.9623057,0.1145797,0.07112384
0.7303877215508863,0.951099,0.96703094,0.06293477,0.098505825
0.7703560414241656,0.97041833,0.9600547,0.19196936,0.08853871
0.9537944391777566,0.98755246,0.9934384,0.08499531,0.0655657
0.9123574094296377,0.9760718,0.9719635,0.081014715,0.12392154
0.8909296437185747,0.97351325,0.96457195,0.10613495,0.0617938
0.7279000636002544,0.93934387,0.9415795,0.116485894,0.06535804
0.8695849183396733,0.9765239,0.95565605,0.1958063,0.12807451
0.8749179316717267,0.98327756,0.97756463,0.098158665,0.09498083
0.743006396025584,0.96417177,0.9738713,0.0730474,0.08514262
0.7772079728318914,0.97012454,0.98075855,0.14645407,0.12913725
0.7764070416281664,0.97430736,0.9734039,0.09814989,0.11314352
0.8645430741722966,0.95024395,0.9682999,0.1021889,0.05000477
0.809954491256873,0.97580546,0.94618297,0.06951098,0.14539461
0.9395540302161207,0.9917518,0.9860079,0.16324906,0.12194852
0.9072830211320844,0.9893143,0.9685882,0.091422014,0.14954796
0.7919327037308149,0.9875332,0.95423734,0.06664362,0.07576288
0.6904217056868227,0.9530541,0.9538973,0.063681684,0.15439565
