correlation_w0,correlation_w1,correlation_w2,correlation_w3,correlation_a,correlation_sigmasq,mean_correlation_states,median_correlation_states
0.9910684273709482,0.9935654261704682,0.9916446578631452,0.9898199279711885,0.7880432172869147,0.6266026410564225,0.8589518,0.8867915
0.9910684273709482,0.9888595438175269,0.9951020408163265,0.9954861944777911,0.8115726290516206,0.680672268907563,0.82486427,0.8398619
0.9937575030012005,0.9923169267707082,0.9951020408163265,0.9957743097238896,0.8619927971188476,0.7956302521008403,0.85752356,0.8717861
0.9920288115246099,0.9940456182472988,0.9906842737094838,0.9898199279711885,0.8323169267707081,0.7150540216086434,0.85092527,0.8752342
0.9885714285714285,0.9912605042016807,0.9903001200480193,0.9891476590636255,0.8403841536614646,0.6462905162064825,0.85908896,0.86953884
0.9891476590636255,0.9892436974789915,0.9918367346938775,0.9902040816326529,0.824921968787515,0.7642256902761104,0.85059094,0.8627981
0.9868427370948378,0.9883793517406962,0.984249699879952,0.9688835534213686,0.8451860744297718,0.6460984393757503,0.85700125,0.87631553
0.9872268907563025,0.9947178871548619,0.9930852340936375,0.987611044417767,0.832893157262905,0.6536854741896758,0.87139827,0.9058405
0.99078031212485,0.9832893157262904,0.9927010804321729,0.9923169267707082,0.7910204081632651,0.753469387755102,0.8662837,0.88459915
0.9913565426170469,0.987611044417767,0.9891476590636255,0.9897238895558224,0.8397118847539016,0.7415606242496998,0.85944676,0.89631027
0.9883793517406962,0.9911644657863145,0.9879951980792315,0.9859783913565426,0.8744777911164465,0.7428091236494596,0.8526059,0.8836746
0.9945258103241296,0.9926050420168067,0.9912605042016807,0.9863625450180071,0.7754621848739495,0.7310924369747898,0.8515143,0.88680565
0.9910684273709482,0.9943337334933974,0.9958703481392557,0.9912605042016807,0.8148379351740697,0.6235294117647059,0.85515255,0.8745017
0.9944297719087635,0.9874189675870347,0.9923169267707082,0.9893397358943576,0.7441536614645858,0.44614645858343327,0.8603358,0.8716615
0.9888595438175269,0.9883793517406962,0.98953181272509,0.993469387755102,0.8689075630252101,0.595390156062425,0.8357005,0.854241
0.9880912364945978,0.992797118847539,0.9937575030012005,0.9837695078031212,0.8451860744297718,0.6241056422569028,0.84375393,0.85220253
0.9920288115246099,0.9956782713085233,0.9898199279711885,0.994141656662665,0.8555582232893156,0.7007442977190875,0.8532923,0.88309646
0.9917406962785112,0.995390156062425,0.9922208883553421,0.9897238895558224,0.7820888355342136,0.7008403361344538,0.8608255,0.8803699
0.9818487394957983,0.9897238895558224,0.9865546218487395,0.9845378151260503,0.8047539015606242,0.7416566626650659,0.87224525,0.875204
0.977719087635054,0.9898199279711885,0.9889555822328931,0.9916446578631452,0.7892917166866745,0.7159183673469388,0.88530254,0.8948151
0.9929891956782712,0.984249699879952,0.9949099639855942,0.9919327731092438,0.8972388955582232,0.6990156062424969,0.86705846,0.8997915
0.9944297719087635,0.9903961584633854,0.9946218487394957,0.9854981992797118,0.7751740696278511,0.7720048019207683,0.84734696,0.8689897
0.9927010804321729,0.991452581032413,0.9935654261704682,0.9883793517406962,0.7240816326530614,0.7672989195678271,0.8318329,0.8580325
0.9904921968787515,0.98953181272509,0.9943337334933974,0.9891476590636255,0.8666026410564226,0.789483793517407,0.8548198,0.87068313
0.9929891956782712,0.9949099639855942,0.9899159663865545,0.9902040816326529,0.7883313325330132,0.7774789915966386,0.84865797,0.8648206
0.9904921968787515,0.9920288115246099,0.9875150060024009,0.9894357743097237,0.8639135654261704,0.7148619447779112,0.85029954,0.8727472
0.9839615846338534,0.9909723889555822,0.9919327731092438,0.9940456182472988,0.8345258103241295,0.7001680672268907,0.87488884,0.89111507
0.995390156062425,0.9846338535414164,0.9899159663865545,0.9890516206482592,0.7028571428571427,0.6777911164465786,0.8658692,0.8741368
0.9952941176470588,0.9878031212484993,0.9913565426170469,0.9936614645858344,0.8519087635054022,0.6298679471788714,0.8527545,0.88601756
0.9852100840336133,0.9905882352941175,0.992124849939976,0.9952941176470588,0.7990876350540216,0.8043697478991597,0.8504577,0.87756544
0.9923169267707082,0.9924129651860745,0.9918367346938775,0.9905882352941175,0.8685234093637455,0.7038175270108042,0.8540237,0.8852639
0.9867466986794717,0.993469387755102,0.9924129651860745,0.9933733493397358,0.8215606242496999,0.8212725090036014,0.85018855,0.8776798
0.9971188475390156,0.9903001200480193,0.9925090036014406,0.9936614645858344,0.7771908763505403,0.6305402160864346,0.85914993,0.90346575
0.9948139255702281,0.9884753901560623,0.9906842737094838,0.9926050420168067,0.8739975990396157,0.636686674669868,0.8555052,0.8950558
0.9866506602641056,0.9867466986794717,0.9911644657863145,0.9937575030012005,0.8985834333733493,0.7257142857142855,0.8383692,0.8670954
0.9866506602641056,0.9905882352941175,0.9901080432172868,0.9924129651860745,0.7948619447779111,0.6315006002400959,0.87419724,0.89096415
0.9932773109243697,0.9923169267707082,0.9878991596638654,0.9940456182472988,0.8018727490996398,0.6739495798319327,0.8278926,0.87014604
0.990876350540216,0.996062424969988,0.9898199279711885,0.9946218487394957,0.8686194477791116,0.815222088835534,0.85535663,0.8668549
0.99078031212485,0.9945258103241296,0.9910684273709482,0.9928931572629051,0.7422328931572628,0.571764705882353,0.8614056,0.87840617
0.9930852340936375,0.9905882352941175,0.9902040816326529,0.9917406962785112,0.8202160864345738,0.8616086434573829,0.8421217,0.8476715
0.992124849939976,0.9913565426170469,0.9939495798319327,0.9951020408163265,0.8013925570228091,0.7085234093637454,0.84579057,0.8600433
0.9931812725090036,0.9885714285714285,0.993469387755102,0.9944297719087635,0.8153181272509004,0.6473469387755102,0.8590123,0.88472444
0.9886674669867946,0.9943337334933974,0.993469387755102,0.9917406962785112,0.8175270108043216,0.5460264105642257,0.8599023,0.8924129
0.9949099639855942,0.9905882352941175,0.9832893157262904,0.9859783913565426,0.8267466986794717,0.6005762304921969,0.8623115,0.8904042
0.9938535414165666,0.9905882352941175,0.9912605042016807,0.9851140456182472,0.8130132052821128,0.7837214885954381,0.84872574,0.86631584
0.9868427370948378,0.9927010804321729,0.9831932773109243,0.9887635054021608,0.8308763505402161,0.6942136854741897,0.83834445,0.84716785
0.9931812725090036,0.9864585834333733,0.9920288115246099,0.98953181272509,0.8454741896758703,0.5644657863145258,0.8381465,0.8629526
0.9952941176470588,0.9900120048019206,0.9927010804321729,0.9927010804321729,0.8176230492196879,0.8364465786314526,0.8750402,0.8952402
0.9935654261704682,0.9900120048019206,0.9936614645858344,0.9901080432172868,0.895798319327731,0.7504921968787513,0.8446321,0.86446226
0.9930852340936375,0.9950060024009604,0.9933733493397358,0.9836734693877551,0.8998319327731091,0.6103721488595437,0.83780795,0.8618853
