alpha,beta,a0,nu_a0,w0,w1,w2,w3,nu_w0,nu_w1,nu_w2,nu_w3,alpha_var,beta_var,a0_var,nu_a0_var,w0_var,w1_var,w2_var,w3_var,nu_w0_var,nu_w1_var,nu_w2_var,nu_w3_var,posterior_q25_alpha,posterior_q975_alpha,posterior_q25_beta,posterior_q975_beta,posterior_q25_a0,posterior_q975_a0,posterior_q25_nu_a0,posterior_q975_nu_a0,posterior_q25_w0,posterior_q975_w0,posterior_q25_w1,posterior_q975_w1,posterior_q25_w2,posterior_q975_w2,posterior_q25_w3,posterior_q975_w3,posterior_q25_nu_w0,posterior_q975_nu_w0,posterior_q25_nu_w1,posterior_q975_nu_w1,posterior_q25_nu_w2,posterior_q975_nu_w2,posterior_q25_nu_w3,posterior_q975_nu_w3,mean_subject_true_a,sd_subject_true_a,mean_subject_true_w0,mean_subject_true_w1,mean_subject_true_w2,mean_subject_true_w3,sd_subject_true_w0,sd_subject_true_w1,sd_subject_true_w2,sd_subject_true_w3,num_trials,num_subjects
4.7247257,0.44349098,0.97351897,0.0229638,0.0034044755,0.020903172,-0.20525892,0.7386138,1.0360999,1.0821731,0.827441,1.0844495,3.2422388,0.03428364,4.0325092e-05,4.0030907e-05,0.022677235,0.024686124,0.015076462,0.025570657,0.01200011,0.013231148,0.0077850414,0.01321582,2.1947660565376284,8.885396218299864,0.17905445471405984,0.8392291724681853,0.9630506500601769,0.988789914548397,0.012946830247528851,0.03709816979244351,-0.2850204832851887,0.30075488686561586,-0.2906045660376549,0.3268965892493724,-0.453205568343401,0.05061439350247381,0.41881790980696676,1.0607384443283079,0.8502963781356812,1.2631087392568587,0.8832472056150437,1.3310599803924559,0.6739781722426414,1.0111701816320418,0.8905458629131318,1.3268431276082993,0.9785562,0.015918529,0.014994278,0.04605912,-0.18759748,0.70882374,0.9972296,1.0487499,0.7956794,1.0235443,500,50
4.7909746,0.5589357,0.9734887,0.036074497,-0.13725807,-0.159515,-0.25920275,0.86743253,1.0589015,1.1158168,0.84128225,1.0228665,3.1237922,0.064838216,9.949111e-05,0.00010579469,0.023093622,0.024672624,0.014013497,0.02107382,0.013363559,0.013936894,0.0083888015,0.012695171,2.112029767036438,8.33648660182953,0.2050033375620842,1.1117733299732209,0.9563686221837997,0.9945677846670151,0.019019471621140836,0.05925566535443068,-0.41987554505467417,0.17754423879086967,-0.4520245805382729,0.15885569415986536,-0.4790904901921749,-0.03011552393436436,0.5894517645239831,1.1499426931142807,0.866462516784668,1.3230463892221451,0.9112593427300453,1.363310244679451,0.6867276847362518,1.0372316360473632,0.834316399693489,1.2757351219654083,0.9710743,0.018889317,-0.11574253,-0.1614682,-0.2842908,0.8398091,1.0205454,1.0546626,0.84260017,0.98598737,500,50
6.7621245,0.52927655,0.9733715,0.011351389,0.16752568,0.36216447,-0.14247859,0.5239567,1.2672881,1.1040897,1.0551624,1.2079755,3.9218173,0.036659166,1.2298417e-05,2.793608e-05,0.031204134,0.02709054,0.02419828,0.028290303,0.016975792,0.01450732,0.0120274145,0.015368317,3.4975378215312958,9.811901092529297,0.23216665908694267,0.8562576353549957,0.9660942763090133,0.9800591066479682,0.003765639616176486,0.024716308480128645,-0.17815460711717607,0.5203142017126083,0.05316918790340424,0.7058084413409232,-0.4240235172212124,0.16679714284837244,0.1922091066837311,0.8589299008250236,1.0457138568162918,1.5634422332048417,0.9047755464911461,1.358429491519928,0.8646423563361167,1.289964145421982,0.9949506774544716,1.4908598840236664,0.97500163,0.01723912,0.13238357,0.36564323,-0.11126461,0.47990134,1.1988254,1.0718719,1.0471042,1.1320744,500,50
3.5386643,0.24910186,0.98609704,0.03114197,0.01053088,-0.05270849,-0.4587762,0.46891597,0.9780999,1.0420705,1.0857047,0.8594416,1.8385601,0.01068006,8.881826e-05,6.1651095e-05,0.021119878,0.02177027,0.023889843,0.016262801,0.010713528,0.012940083,0.013330298,0.00838633,1.6615984946489335,6.889301764965055,0.10586090385913849,0.5010978654026984,0.9691273763775825,0.9996830582618713,0.01592054571956396,0.04651843318715691,-0.27876612171530724,0.2997854426503181,-0.3441156782209873,0.22146653346717357,-0.7467293038964271,-0.14907078444957741,0.22840794846415519,0.722810387611389,0.7932286694645881,1.2059049040079117,0.8482026264071465,1.2939915925264358,0.8941085994243622,1.3485397309064864,0.68938357681036,1.0592117995023727,0.97727764,0.0144942,0.02564769,-0.028078666,-0.44064006,0.47610527,0.9446727,1.0228839,0.97838974,0.839495,500,50
3.5212252,0.2587573,0.97537446,0.010727772,0.17647712,0.28918678,-0.50126386,0.5671643,1.1404157,1.0760933,1.140937,1.1311404,1.3668824,0.010979981,1.8774488e-05,4.0789226e-05,0.027237913,0.024486504,0.02771014,0.025372753,0.014963586,0.012462759,0.015112418,0.015487201,1.77675963640213,5.932484173774719,0.10975849274545908,0.4868339538574218,0.9679557174444199,0.9884795799851418,0.003528960415860638,0.028891328815370796,-0.15716169625520707,0.4758892044425008,0.0010803908109665058,0.6048354804515839,-0.8258739829063415,-0.17767023965716366,0.24627505093812943,0.8754864752292633,0.9441444635391235,1.4145488262176513,0.8718171343207359,1.3171956539154053,0.9216372266411781,1.414733776450157,0.9153800204396247,1.4141652584075928,0.9767193,0.014400971,0.15565869,0.29916722,-0.52874005,0.5292616,1.0896683,1.0254103,1.0657457,1.0517604,500,50
6.7118945,0.66165364,0.98371196,0.031223448,-0.023642082,0.25493792,-0.24277999,0.45094985,0.81569916,1.0250903,1.0567383,0.9862315,2.8277974,0.039405588,0.00016086696,0.00011315453,0.013423395,0.022793874,0.025356455,0.020888792,0.0074303295,0.0124416975,0.012584207,0.0107225,3.6897141695022584,9.58289268016815,0.3363177001476288,1.0638672441244126,0.9643130481243134,0.9996926814317704,0.014634216576814652,0.05153035297989845,-0.24630632326006888,0.2059349860996008,-0.04252169094979763,0.5414422497153282,-0.5602637305855751,0.07084828428924082,0.15269088223576546,0.7342823579907417,0.6699758172035217,0.9998147055506705,0.8311127170920372,1.2767532169818878,0.8520569384098053,1.2962094485759734,0.801337967813015,1.2003086686134339,0.9751605,0.017634397,-0.030338125,0.2897048,-0.20333286,0.44127813,0.7964323,0.98571,1.0395751,0.97620606,500,50
6.4607153,0.554516,0.96789956,0.006714882,0.07885372,0.23324132,-0.12885986,0.6420612,1.0312632,1.0298761,0.8923433,0.9500225,2.274482,0.02319396,1.0431962e-05,2.2684666e-05,0.02196856,0.02073724,0.01655434,0.01924218,0.010661831,0.011299049,0.008761666,0.010555747,3.7395023584365843,9.722327327728271,0.2829096131026745,0.8834676250815391,0.9606552675366402,0.9727134943008423,0.00042287869873689485,0.016473551653325556,-0.2149670124053955,0.385921236127615,-0.05243495739996433,0.5126580312848091,-0.38439235016703605,0.13087767064571376,0.36126615554094316,0.8933384343981743,0.8575143307447434,1.2546250164508819,0.8470957517623902,1.2646531969308854,0.731539186835289,1.0932297229766845,0.7786715984344482,1.1810215145349503,0.9776799,0.016821062,0.07410376,0.21913777,-0.12215874,0.6934027,1.0204062,0.9930931,0.8877398,0.9469587,500,50
6.2789927,0.5807739,0.98325956,0.020239532,0.11929458,0.3751894,-0.17456572,0.51066506,0.89682275,1.0843983,0.8483348,0.92400056,2.4438646,0.022867996,3.739893e-05,4.98653e-05,0.016633919,0.023219613,0.013754062,0.01749788,0.008953578,0.013147881,0.008372802,0.009343627,3.7104746639728545,9.423829102516175,0.3214963532984257,0.890734700858593,0.9724408864974976,0.9968640550971031,0.008379656821489334,0.03609122056514025,-0.117255630902946,0.3803798876702785,0.07748071029782296,0.6792338728904723,-0.41052572801709175,0.0547774318605661,0.2369410701096058,0.7712932020425797,0.7378946870565415,1.0987695008516312,0.8829034179449081,1.3420767188072202,0.6984007492661476,1.0659929573535918,0.7586266472935677,1.1290903031826018,0.9787493,0.015376355,0.13235758,0.4285567,-0.16819435,0.5573606,0.9117262,1.071872,0.8358607,0.8929714,500,50
4.600527,0.42198434,0.973955,0.025935411,0.17354448,0.16341719,-0.28366083,0.51459354,0.9987204,0.90342575,0.8608155,1.0202739,2.5401864,0.026817711,7.8981335e-05,7.521706e-05,0.019604908,0.01775933,0.014424455,0.02060379,0.011090872,0.008975954,0.008353597,0.012143695,2.0658109843730927,8.678378343582153,0.16416785679757595,0.8145937263965606,0.9605202406644822,0.9932075127959251,0.01260661189444363,0.04667371306568383,-0.10396531522274018,0.4379536613821983,-0.08924302086234093,0.4272974446415901,-0.5162532821297645,-0.044687899202108416,0.24085650816559792,0.8007670164108276,0.818299064040184,1.2305729925632476,0.7317825049161911,1.106929725408554,0.7060194700956345,1.0599784672260284,0.8353440538048744,1.2684113651514053,0.9756049,0.015385684,0.1425835,0.15838723,-0.30287722,0.50537544,0.96522415,0.875832,0.8307982,0.9538188,500,50
3.8297398,0.299006,0.97923064,0.026918493,0.019985048,0.12495019,-0.40175408,0.4883657,0.90502477,1.0193628,0.88415724,1.0190089,3.1528723,0.030417172,6.873718e-05,0.00014306913,0.016199678,0.020739885,0.016736459,0.021601921,0.009392623,0.0120433085,0.008757954,0.013691525,1.7419677823781967,8.72813286781311,0.10031812824308872,0.7852267369627952,0.9661801874637603,0.9957827746868133,0.008113335818052292,0.050316296890378,-0.23585072569549084,0.2774558715522289,-0.17455696165561677,0.3920045241713524,-0.6612416312098504,-0.14675227962434298,0.19575441926717757,0.768351437151432,0.7410180449485779,1.1136972486972807,0.8261335209012032,1.2439044386148452,0.7207018360495567,1.0931112110614776,0.8200694888830184,1.2916823536157607,0.974635,0.01792188,0.014392381,0.10188508,-0.37224063,0.4983079,0.8982136,1.000366,0.8965962,0.9977699,500,50
