correlation_w0,correlation_w1,correlation_w2,correlation_w3,correlation_a,correlation_sigmasq,mean_correlation_states,median_correlation_states
0.9883657091427288,0.989198229955749,0.9847296182404561,0.9860751518787971,0.666556663916598,0.6015720393009826,0.8213092,0.847002
0.9904912622815571,0.9893842346058653,0.9893377334433363,0.9871266781669543,0.7248796219905499,0.5946913672841821,0.82228196,0.84012735
0.9915652891322284,0.9898162454061352,0.9878166954173856,0.9910987774694369,0.6874416860421512,0.5604635115877898,0.83932155,0.85708183
0.9865161629040727,0.9855681392034802,0.9895942398559965,0.9850221255531391,0.7098192454811372,0.5054946373659343,0.8318205,0.8559497
0.9918517962949074,0.9897907447686193,0.9886792169804246,0.9877656941423537,0.6973404335108377,0.5912397809945249,0.8211606,0.85340655
0.9912652816320409,0.9890917272931824,0.9852621315532889,0.9867306682667067,0.6545263631590791,0.5861606540163504,0.839671,0.86556965
0.9883537088427212,0.9882607065176631,0.9870456761419036,0.9856581414535365,0.6838996039524983,0.5571649291232281,0.8349863,0.86649793
0.9863016575414387,0.9883057076426912,0.9890512262806572,0.9865206630165756,0.6968124203105079,0.6016860421510539,0.82544094,0.8505205
0.986633165829146,0.9896812420310508,0.9877581939548489,0.9828965724143104,0.7095307543429414,0.5797674941873547,0.8374725,0.8638927
0.9874371859296484,0.9867576689417237,0.9878376959423987,0.984947123678092,0.706220655516388,0.6335093377334434,0.834715,0.8637656
0.9899827495687393,0.9868371709292734,0.9902572564314109,0.983921098027451,0.6349163729093228,0.5821480537013427,0.81763864,0.844571
0.9910087752193807,0.9878946973674343,0.9873966849171232,0.983028575714393,0.6549043726093153,0.5611055276381911,0.8324005,0.8512074
0.9879261981549541,0.9860391509787745,0.9880567014175355,0.9872826820670518,0.7171259281482038,0.6154008850221256,0.8365869,0.8575636
0.9881752043801095,0.9876411910297759,0.9886822170554266,0.9874641866046652,0.7081647041176031,0.453399834995875,0.8267303,0.84714127
0.9887362184054603,0.9875571889297233,0.9843651091277283,0.9908707717692943,0.6320768019200481,0.5899092477311934,0.8357387,0.84935313
0.9921443036075903,0.9889672241806047,0.9909607740193506,0.9885112127803196,0.6383544588614716,0.513614340358509,0.84038407,0.86329424
0.989726243156079,0.9894982374559366,0.9898672466811672,0.9840306007650192,0.6529388183225608,0.5371289282232057,0.8335367,0.85299456
0.9896557413935348,0.9881512037800947,0.9883267081677043,0.9877686942173556,0.6882067051676294,0.4684602115052877,0.8329199,0.86286175
